election_year,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,election_result_id,state_id
2014,"Uttar Pradesh",Pilibhit,"Araman Khan",M,41,GEN,IND,"Sewing Machine",2170,0,2170,1671154,6247,NULL
2014,"Uttar Pradesh",Pilibhit,"Mohd Naeem Ansari",M,30,GEN,IND,Scissors,2617,0,2617,1671154,6248,NULL
2014,"Uttar Pradesh",Pilibhit,"Munesh Singh",M,41,GEN,IND,"Cup & Saucer",6151,0,6151,1671154,6249,NULL
2014,"Uttar Pradesh",Pilibhit,"Ravindra Kumar Devnath",M,27,GEN,IND,FLUTE,3145,0,3145,1671154,6250,NULL
2014,"Uttar Pradesh",Pilibhit,NOTA,Unknown,46,Unknown,NOTA,NOTA,11519,2,11521,1671154,6251,NULL
2014,"Tamil Nadu",Pollachi,Eswaran.E.R.,M,46,GEN,BJP,Lotus,275356,762,276118,1381505,6252,NULL
2014,"Tamil Nadu",Pollachi,Selvaraj,M,56,GEN,INC,Hand,29967,47,30014,1381505,6253,NULL
2014,"Tamil Nadu",Pollachi,"Pongalur Palanisamy.N",M,67,GEN,DMK,"Rising Sun",251090,739,251829,1381505,6254,NULL
2014,"Tamil Nadu",Pollachi,Mahendran.C,M,42,GEN,ADMK,"Two Leaves",416366,726,417092,1381505,6255,NULL
2014,"Tamil Nadu",Pollachi,Manoharan.M,M,32,SC,BSP,Elephant,3950,3,3953,1381505,6256,NULL
2014,"Tamil Nadu",Pollachi,"Sathish Kumar .L",M,39,GEN,SP,Bicycle,895,0,895,1381505,6257,NULL
2014,"Tamil Nadu",Pollachi,"Easwaran . R",M,43,GEN,IND,"Table Lamp",882,9,891,1381505,6258,NULL
2014,"Tamil Nadu",Pollachi,"Kathiravan. K",M,30,SC,IND,Candles,626,0,626,1381505,6259,NULL
2014,"Tamil Nadu",Pollachi,"Kathiresan. L",M,41,GEN,IND,Coconut,1519,4,1523,1381505,6260,NULL
2014,"Tamil Nadu",Pollachi,"Karthikeyan. Pon",M,43,GEN,IND,FLUTE,494,0,494,1381505,6261,NULL
2014,"Tamil Nadu",Pollachi,Deivasigamani.K,M,54,GEN,IND,"Electric Pole",834,0,834,1381505,6262,NULL
2014,"Tamil Nadu",Pollachi,"Palanisamy. N",M,49,GEN,IND,"Pen Nib with Seven Rays",2182,10,2192,1381505,6263,NULL
2014,"Tamil Nadu",Pollachi,"Palanisamy. V",M,46,GEN,IND,"Dish Antenna",2466,6,2472,1381505,6264,NULL
2014,"Tamil Nadu",Pollachi,"Prabhu.  J",M,34,GEN,IND,Ring,1599,0,1599,1381505,6265,NULL
2014,"Tamil Nadu",Pollachi,"Mahendran. M",M,44,GEN,IND,Scissors,1170,1,1171,1381505,6266,NULL
2014,"Tamil Nadu",Pollachi,"Mary Stella. M",F,47,GEN,IND,Cauliflower,4942,0,4942,1381505,6267,NULL
2014,"Tamil Nadu",Pollachi,"Ramasamy. K",M,63,GEN,IND,Pot,2071,0,2071,1381505,6268,NULL
2014,"Tamil Nadu",Pollachi,"Rajendran. M",M,47,GEN,IND,"Gas Cylinder",1004,0,1004,1381505,6269,NULL
2014,"Tamil Nadu",Pollachi,NOTA,Unknown,46,Unknown,NOTA,NOTA,12908,39,12947,1381505,6270,NULL
2014,Kerala,Ponnani,T.Ayyappan,M,64,GEN,BSP,Elephant,2151,2,2153,1180789,6271,NULL
2014,Kerala,Ponnani,"K.Narayanan Master",M,49,GEN,BJP,Lotus,75186,26,75212,1180789,6272,NULL
2014,Kerala,Ponnani,"E. T. Mohammed Basheer",M,67,GEN,IUML,Ladder,378409,94,378503,1180789,6273,NULL
2014,Kerala,Ponnani,"V.T.Ikramul Haque",M,42,GEN,SDPI,"Ceiling Fan",26638,2,26640,1180789,6274,NULL
2014,Kerala,Ponnani,"Shylock P.V.",M,38,GEN,AAAP,Broom,9501,3,9504,1180789,6275,NULL
2014,Kerala,Ponnani,Abullais.T.P,M,44,GEN,IND,"Gas Cylinder",11026,8,11034,1180789,6276,NULL
2014,Kerala,Ponnani,"Abdurahman Vadakkathinakath",M,62,GEN,IND,"Glass Tumbler",2043,1,2044,1180789,6277,NULL
2014,Kerala,Ponnani,"Abdurahiman Vayarakath",M,48,GEN,IND,Television,1220,0,1220,1180789,6278,NULL
2014,Kerala,Ponnani,"Abdurahiman Varikkottil",M,57,GEN,IND,Telephone,2434,0,2434,1180789,6279,NULL
2014,Kerala,Ponnani,V.Abdurahman,M,51,GEN,IND,"Cup & Saucer",352957,136,353093,1180789,6280,NULL
2014,Kerala,Ponnani,"Bindu M.K.",F,46,GEN,IND,Almirah,2261,0,2261,1180789,6281,NULL
2014,Kerala,Ponnani,NOTA,Unknown,46,Unknown,NOTA,NOTA,7493,1,7494,1180789,6282,NULL
2014,Gujarat,Porbandar,"Jadeja Kandhalbhai Saramanbhai",M,42,GEN,NCP,Clock,238360,2106,240466,1539223,6283,NULL
2014,Gujarat,Porbandar,"Radadiya Vithalbhai  Hansrajbhai",M,55,GEN,BJP,Lotus,506002,2435,508437,1539223,6284,NULL
2014,Gujarat,Porbandar,"Sadiya Vrajalal Pababhai",M,43,SC,BSP,Elephant,12064,116,12180,1539223,6285,NULL
2014,Gujarat,Porbandar,"Irfanshah Habibshah Suharavardi",M,34,GEN,SP,Bicycle,3808,17,3825,1539223,6286,NULL
2014,Gujarat,Porbandar,"Mansukh Sundaraji Dhokai",M,59,GEN,AAAP,Broom,7847,92,7939,1539223,6287,NULL
2014,Gujarat,Porbandar,"Aghera Dhirajlal Bhurabhai",M,51,GEN,IND,Balloon,1666,5,1671,1539223,6288,NULL
2014,Gujarat,Porbandar,"Unadakat Prakash Vallabhadas",M,48,GEN,IND,"Ceiling Fan",1616,2,1618,1539223,6289,NULL
2014,Gujarat,Porbandar,"Khunti Bharatbhai Maldebhai",M,40,GEN,IND,BELT,2199,6,2205,1539223,6290,NULL
2014,Gujarat,Porbandar,"Khokhani Lalitaben Mansukhbhai",F,48,GEN,IND,"Auto- Rickshaw",1540,29,1569,1539223,6291,NULL
2014,Gujarat,Porbandar,"Joshi Harish Liladhar",M,36,GEN,IND,"Battery Torch",987,37,1024,1539223,6292,NULL
2014,Gujarat,Porbandar,"Tukadia G.R.",M,60,GEN,IND,"Basket containing Fruits",1696,8,1704,1539223,6293,NULL
2014,Gujarat,Porbandar,"Patel Butani Rajeshbhai Maganbhai",M,41,GEN,IND,Kite,2864,4,2868,1539223,6294,NULL
2014,Gujarat,Porbandar,"Rathod Chandulal Mohanlal",M,45,GEN,IND,Kettle,2996,13,3009,1539223,6295,NULL
2014,Gujarat,Porbandar,"Vakil Vinzuda Ranjitbhai Naranbhai",M,55,SC,IND,Bat,4466,9,4475,1539223,6296,NULL
2014,Gujarat,Porbandar,NOTA,Unknown,46,Unknown,NOTA,NOTA,16304,139,16443,1539223,6297,NULL
2014,"Uttar Pradesh",Pratapgarh,"Asif Nizamuddin Siddique",M,43,GEN,BSP,Elephant,207182,385,207567,1716394,6298,NULL
2014,"Uttar Pradesh",Pratapgarh,"Pramod Kumar Singh Patel",M,36,GEN,SP,Bicycle,119931,176,120107,1716394,6299,NULL
2014,"Uttar Pradesh",Pratapgarh,"Rajkumari Ratna Singh",F,54,GEN,INC,Hand,138232,388,138620,1716394,6300,NULL
2014,"Uttar Pradesh",Pratapgarh,"Ashok Shukla " Senani"""",M,43,GEN,AAAP,Broom,9972,11,9983,1716394,6301,NULL
2014,"Uttar Pradesh",Pratapgarh,"Nirmala Devi",F,48,GEN,BaVaP,"Cup & Saucer",2764,2,2766,1716394,6302,NULL
2014,"Uttar Pradesh",Pratapgarh,Foolchandra,M,56,GEN,SHS,"Bow & Arrow",1859,0,1859,1716394,6303,NULL
2014,"Uttar Pradesh",Pratapgarh,"Bal Krishna",M,44,GEN,JD(U),Arrow,2160,0,2160,1716394,6304,NULL
2014,"Uttar Pradesh",Pratapgarh,"Rajendra Sharma",M,54,GEN,RshJP,"Walking Stick",1570,1,1571,1716394,6305,NULL
2014,"Uttar Pradesh",Pratapgarh,"Ram Sewak",M,51,GEN,BMUP,Cot,4192,15,4207,1716394,6306,NULL
2014,"Uttar Pradesh",Pratapgarh,Sheshnath,M,62,GEN,SUCI,"Glass Tumbler",2456,2,2458,1716394,6307,NULL
2014,"Uttar Pradesh",Pratapgarh,"Santosh Kumar Singh",M,31,GEN,AITC,"Flowers and Grass",6306,3,6309,1716394,6308,NULL
2014,"Uttar Pradesh",Pratapgarh,"Kuwar Harivansh Singh",M,64,GEN,AD,Scissors,375099,690,375789,1716394,6309,NULL
2014,"Uttar Pradesh",Pratapgarh,"Ajmal Khan",M,50,GEN,IND,Bat,3342,0,3342,1716394,6310,NULL
2014,"Uttar Pradesh",Pratapgarh,"Kiran Mishra",F,43,GEN,IND,Kite,2999,3,3002,1716394,6311,NULL
2014,"Uttar Pradesh",Pratapgarh,Harivansh,M,53,GEN,IND,Kettle,5575,43,5618,1716394,6312,NULL
2014,"Uttar Pradesh",Pratapgarh,NOTA,Unknown,46,Unknown,NOTA,NOTA,9093,5,9098,1716394,6313,NULL
2014,Puducherry,Puducherry,"R.K.R. Anantharaman",M,41,GEN,PMK,Mango,22745,9,22754,901357,6314,NULL
2014,Puducherry,Puducherry,"R. Radhakrishnan",M,42,GEN,AINRC,Jug,255732,94,255826,901357,6315,NULL
2014,Puducherry,Puducherry,"M.V. Omalingam",M,42,GEN,ADMK,"Two Leaves",132640,17,132657,901357,6316,NULL
2014,Puducherry,Puducherry,"S. Krishnamoorthy",M,48,SC,BSP,Elephant,2060,0,2060,901357,6317,NULL
2014,Puducherry,Puducherry,"V. Narayanasamy",M,66,GEN,INC,Hand,194873,99,194972,901357,6318,NULL
2014,Puducherry,Puducherry,"A.M.H. Nazeem",M,52,GEN,DMK,"Rising Sun",60543,37,60580,901357,6319,NULL
2014,Puducherry,Puducherry,"R. Viswanathan",M,64,GEN,CPI,"Ears of Corn And Sickle",12706,3,12709,901357,6320,NULL
2014,Puducherry,Puducherry,"S. Chitrakala",F,37,GEN,JD(U),Arrow,308,1,309,901357,6321,NULL
2014,Puducherry,Puducherry,"G. Palani",M,59,GEN,CPI(ML)(L),"Flag with Three Stars",437,1,438,901357,6322,NULL
2014,Puducherry,Puducherry,"Marie Uthrianathan",M,32,GEN,SAP,"Battery Torch",366,0,366,901357,6323,NULL
2014,Puducherry,Puducherry,"Dr. V. Rangarajan",M,59,GEN,AAAP,Broom,8303,4,8307,901357,6324,NULL
2014,Puducherry,Puducherry,"P. Asaravel",M,41,SC,IND,"Cup & Saucer",3472,0,3472,901357,6325,NULL
2014,Puducherry,Puducherry,"K. Ramadass",M,49,SC,IND,Television,1236,0,1236,901357,6326,NULL
2014,Puducherry,Puducherry,"Professor M. Ramadass",M,64,GEN,IND,"Ceiling Fan",2493,1,2494,901357,6327,NULL
2014,Puducherry,Puducherry,Ramamurthi,M,53,GEN,IND,Whistle,1442,0,1442,901357,6328,NULL
2014,Puducherry,Puducherry,"S. Ezhilarasan",M,41,SC,IND,Ring,1777,0,1777,901357,6329,NULL
2014,Puducherry,Puducherry,Kaliayamurthy,M,44,SC,IND,Refrigerator,747,0,747,901357,6330,NULL
2014,Puducherry,Puducherry,"Sanjivganthi .S",M,30,SC,IND,BUCKET,5896,0,5896,901357,6331,NULL
2014,Puducherry,Puducherry,"G. Shanmugam",M,50,GEN,IND,Candles,1726,0,1726,901357,6332,NULL
2014,Puducherry,Puducherry,"M. Chittibabu",M,37,GEN,IND,Chappals,1340,0,1340,901357,6333,NULL
2014,Puducherry,Puducherry,"S. Sudarsanan",M,37,GEN,IND,"Letter Box",1270,0,1270,901357,6334,NULL
2014,Puducherry,Puducherry,"G. Sutha",F,30,SC,IND,Bat,467,0,467,901357,6335,NULL
2014,Puducherry,Puducherry,"I. Senthil Kumar",M,31,GEN,IND,Camera,477,0,477,901357,6336,NULL
2014,Puducherry,Puducherry,"J. Dhandapani",M,61,GEN,IND,"Gas Cylinder",1144,0,1144,901357,6337,NULL
2014,Puducherry,Puducherry,"P. Dhanarasu @ Mathimaharaja",M,50,GEN,IND,"Walking Stick",198,0,198,901357,6338,NULL
2014,Puducherry,Puducherry,"P. Bakkiaraj",M,31,SC,IND,Pot,610,0,610,901357,6339,NULL
2014,Puducherry,Puducherry,"Puvala Nageswara Rao",M,60,GEN,IND,"Sewing Machine",465,0,465,901357,6340,NULL
2014,Puducherry,Puducherry,"K. Manjini",M,41,GEN,IND,Coconut,767,0,767,901357,6341,NULL
2014,Puducherry,Puducherry,"R. Valavan",M,40,GEN,IND,"Carrom Board",497,0,497,901357,6342,NULL
2014,Puducherry,Puducherry,"V. Vijaya",F,29,GEN,IND,"Green Chilli",746,0,746,901357,6343,NULL
2014,Puducherry,Puducherry,NOTA,Unknown,46,Unknown,NOTA,NOTA,22267,1,22268,901357,6344,NULL
2014,Maharashtra,Pune,"Anil Shirole",M,63,GEN,BJP,Lotus,569535,290,569825,1835835,6345,NULL
2014,Maharashtra,Pune,"Imtiyaz Peerzade",M,46,GEN,BSP,Elephant,14726,1,14727,1835835,6346,NULL
2014,Maharashtra,Pune,"Deepak Natharam Paigude",M,48,GEN,MNS,"Railway Engine",93449,53,93502,1835835,6347,NULL
2014,Maharashtra,Pune,"Dr.Vishwajeet Patangrao Kadam",M,33,GEN,INC,Hand,253949,107,254056,1835835,6348,NULL
2014,Maharashtra,Pune,"Arun Bhatia",M,63,GEN,PG,Kite,7219,3,7222,1835835,6349,NULL
2014,Maharashtra,Pune,"Nana Kshirsagar",M,57,GEN,BBM,"Cup & Saucer",1795,2,1797,1835835,6350,NULL
2014,Maharashtra,Pune,"Ware Subhash Shankarrao",M,50,GEN,AAAP,Broom,28640,17,28657,1835835,6351,NULL
2014,Maharashtra,Pune,"Saiyyad Afser  Ibrahim",M,57,GEN,SP,Bicycle,1131,0,1131,1835835,6352,NULL
2014,Maharashtra,Pune,"Col Suresh Patil (Rtd)",M,66,GEN,BMUP,Cot,1324,0,1324,1835835,6353,NULL
2014,Maharashtra,Pune,"Sanjay Laxman Padwal",M,46,GEN,bns,"Dish Antenna",476,1,477,1835835,6354,NULL
2014,Maharashtra,Pune,"Azam Vakil Maniyar",M,35,GEN,IND,Almirah,353,0,353,1835835,6355,NULL
2014,Maharashtra,Pune,"Ajay Vasant Paithankar",M,54,GEN,IND,"Gas Cylinder",343,0,343,1835835,6356,NULL
2014,Maharashtra,Pune,"Ashapak Shaikh",M,47,GEN,IND,Television,586,0,586,1835835,6357,NULL
2014,Maharashtra,Pune,"Umesh Bhujang Masankhamb",M,31,SC,IND,Telephone,494,0,494,1835835,6358,NULL
2014,Maharashtra,Pune,"Khirid Simkumar Bhagwan",M,40,GEN,IND,Pot,380,0,380,1835835,6359,NULL
2014,Maharashtra,Pune,"Colonel Jayantrao Chitale",M,68,GEN,IND,"Glass Tumbler",1886,0,1886,1835835,6360,NULL
2014,Maharashtra,Pune,"Dambale Rahul Dharma",M,31,SC,IND,Coconut,2259,0,2259,1835835,6361,NULL
2014,Maharashtra,Pune,"Dinesh Pandurang Pawar",M,40,GEN,IND,Kettle,693,0,693,1835835,6362,NULL
2014,Maharashtra,Pune,"Devkule Bibhishan Jagannath",M,38,GEN,IND,Camera,1230,0,1230,1835835,6363,NULL
2014,Maharashtra,Pune,"Nilesh Dhanave",M,34,GEN,IND,Hat,840,0,840,1835835,6364,NULL
2014,Maharashtra,Pune,"Bansode Chayya Tukaram",F,43,SC,IND,"Pressure Cooker",512,0,512,1835835,6365,NULL
2014,Maharashtra,Pune,"Manchak Trimbakrao Karale",M,44,GEN,IND,"Sewing Machine",1028,0,1028,1835835,6366,NULL
2014,Maharashtra,Pune,"Yadav Gangadhar Nathu",M,39,SC,IND,Candles,454,1,455,1835835,6367,NULL
2014,Maharashtra,Pune,"Rupali Tamboli",F,33,GEN,IND,"Lady Purse",377,1,378,1835835,6368,NULL
2014,Maharashtra,Pune,"Vijay Laxman Sarode",M,38,SC,IND,Stool,303,0,303,1835835,6369,NULL
2014,Maharashtra,Pune,"Shashikant Bhikaji Owhal",M,40,SC,IND,Bat,359,0,359,1835835,6370,NULL
2014,Maharashtra,Pune,"Shivaji  Pandurang Adhav",M,40,GEN,IND,"Auto- Rickshaw",868,0,868,1835835,6371,NULL
2014,Maharashtra,Pune,"Sushama Pandurang Gaikwad",F,48,GEN,IND,Ring,590,0,590,1835835,6372,NULL
2014,Maharashtra,Pune,"Santosh Pawar",M,42,SC,IND,Whistle,564,1,565,1835835,6373,NULL
2014,Maharashtra,Pune,NOTA,Unknown,46,Unknown,NOTA,NOTA,6436,2,6438,1835835,6374,NULL
2014,Bihar,Purnia,"Amarnath Tiwari",M,59,GEN,INC,Hand,124275,69,124344,1582626,6375,NULL
2014,Bihar,Purnia,"Uday Singh Alias Pappu Singh",M,61,GEN,BJP,Lotus,301979,178,302157,1582626,6376,NULL
2014,Bihar,Purnia,"Raj Kumar Oraon",M,44,ST,BSP,Elephant,11195,1,11196,1582626,6377,NULL
2014,Bihar,Purnia,"Santosh Kumar",M,35,GEN,JD(U),Arrow,418717,109,418826,1582626,6378,NULL
2014,Bihar,Purnia,"Anil Kumar Mahto",M,30,GEN,JPS,Saw,9162,0,9162,1582626,6379,NULL
2014,Bihar,Purnia,"Pankaj Kumar Singh",M,48,GEN,CPI(ML)(L),"Flag with Three Stars",7912,0,7912,1582626,6380,NULL
2014,Bihar,Purnia,"Pramod Narayan Poddar",M,57,GEN,BJJD,Kite,4662,2,4664,1582626,6381,NULL
2014,Bihar,Purnia,"Fagu Marandi",M,63,ST,JDP,"Cup & Saucer",3439,1,3440,1582626,6382,NULL
2014,Bihar,Purnia,"Mansur Alam",M,45,GEN,SP,Bicycle,3370,0,3370,1582626,6383,NULL
2014,Bihar,Purnia,"Md Shamsher Alam",M,48,GEN,JMM,"Bow & Arrow",50446,0,50446,1582626,6384,NULL
2014,Bihar,Purnia,"Md Shahid Akhtar",M,59,GEN,BMUP,Cot,5137,0,5137,1582626,6385,NULL
2014,Bihar,Purnia,"Syed Shah Eqbal Alam",M,48,GEN,BEMP,"Battery Torch",6324,0,6324,1582626,6386,NULL
2014,Bihar,Purnia,"Sudeep Roy",M,50,GEN,AAAP,Broom,16628,2,16630,1582626,6387,NULL
2014,Bihar,Purnia,"Md Akhtar Ali",M,32,GEN,IND,Envelope,5849,0,5849,1582626,6388,NULL
2014,Bihar,Purnia,"Kunj Bihari Paswan",M,52,SC,IND,Balloon,8321,0,8321,1582626,6389,NULL
2014,Bihar,Purnia,"Navlesh Pathak",M,52,GEN,IND,Almirah,18776,0,18776,1582626,6390,NULL
2014,Bihar,Purnia,"Sanjay Singh",M,35,GEN,IND,Cake,9196,0,9196,1582626,6391,NULL
2014,Bihar,Purnia,NOTA,Unknown,46,Unknown,NOTA,NOTA,11980,2,11982,1582626,6392,NULL
2014,"West Bengal",Purulia,"Narahari  Mahato",M,59,GEN,AIFB,Lion,313169,1231,314400,1471933,6393,NULL
2014,"West Bengal",Purulia,"Nepal Mahata",M,52,GEN,INC,Hand,257396,527,257923,1471933,6394,NULL
2014,"West Bengal",Purulia,"Bikash Banerjee",M,47,GEN,BJP,Lotus,85978,258,86236,1471933,6395,NULL
2014,"West Bengal",Purulia,"Mihir Kumar Rajwar",M,59,SC,BSP,Elephant,9847,3,9850,1471933,6396,NULL
2014,"West Bengal",Purulia,"Dr. Mriganka Mahato",M,51,GEN,AITC,"Flowers and Grass",466980,1297,468277,1471933,6397,NULL
2014,"West Bengal",Purulia,"Ajit Prasad Mahata",M,60,GEN,JVM,Comb,9012,0,9012,1471933,6398,NULL
2014,"West Bengal",Purulia,"Tapan Kumar Mahato",M,39,GEN,JMM,"Bow & Arrow",7384,2,7386,1471933,6399,NULL
2014,"West Bengal",Purulia,"Baidyanath Hansda",M,39,ST,JDP,"Cup & Saucer",7161,7,7168,1471933,6400,NULL
2014,"West Bengal",Purulia,"Subarna  Kumar",M,58,GEN,SUCI,"Glass Tumbler",11258,8,11266,1471933,6401,NULL
2014,"West Bengal",Purulia,"Dhiren Rajak",M,49,SC,IND,Kite,5584,0,5584,1471933,6402,NULL
2014,"West Bengal",Purulia,"Purna Chandra Tudu",M,33,ST,IND,BUCKET,4073,0,4073,1471933,6403,NULL
2014,"West Bengal",Purulia,"Monbodh Mahato",M,35,GEN,IND,Pot,6773,1,6774,1471933,6404,NULL
2014,"West Bengal",Purulia,NOTA,Unknown,46,Unknown,NOTA,NOTA,16694,32,16726,1471933,6405,NULL
2014,Bihar,"Purvi Champaran","Avaneesh Kumar Singh",M,49,GEN,JD(U),Arrow,128604,0,128604,1439253,6406,NULL
2014,Bihar,"Purvi Champaran","Binod Kumar Srivastava",M,54,GEN,RJD,"Hurricane Lamp",208283,6,208289,1439253,6407,NULL
2014,Bihar,"Purvi Champaran","Radha Mohan Singh",M,64,GEN,BJP,Lotus,400435,17,400452,1439253,6408,NULL
2014,Bihar,"Purvi Champaran","Suresh Paswan",M,41,SC,BSP,Elephant,10356,0,10356,1439253,6409,NULL
2014,Bihar,"Purvi Champaran","Anil Kumar Singh",M,42,GEN,JMBP,Ring,2819,0,2819,1439253,6410,NULL
2014,Bihar,"Purvi Champaran","Amit Kumar Choubey",M,30,GEN,AAAP,Broom,7512,0,7512,1439253,6411,NULL
2014,Bihar,"Purvi Champaran","Md. Nasiruddin",M,42,GEN,JDR,Bat,2607,0,2607,1439253,6412,NULL
2014,Bihar,"Purvi Champaran","Pawan Kumar",M,25,GEN,KS,Hat,2946,0,2946,1439253,6413,NULL
2014,Bihar,"Purvi Champaran","Paras Nath Pandey",M,55,GEN,JPS,Saw,3027,0,3027,1439253,6414,NULL
2014,Bihar,"Purvi Champaran","Moqim Ansari",M,49,GEN,JKNPP,"Pressure Cooker",2811,0,2811,1439253,6415,NULL
2014,Bihar,"Purvi Champaran","Raghunath Gupta",M,64,GEN,SP,Almirah,2459,0,2459,1439253,6416,NULL
2014,Bihar,"Purvi Champaran","Shatrughan Tiwari",M,47,GEN,BJKVP,"Cup & Saucer",4893,0,4893,1439253,6417,NULL
2014,Bihar,"Purvi Champaran","Dilip Singh",M,37,GEN,IND,"Ceiling Fan",10759,0,10759,1439253,6418,NULL
2014,Bihar,"Purvi Champaran","Pramod Kumar Pandey",M,41,GEN,IND,"Air Conditioner",10505,0,10505,1439253,6419,NULL
2014,Bihar,"Purvi Champaran","Shambhu Das",M,38,SC,IND,"Auto- Rickshaw",11371,0,11371,1439253,6420,NULL
2014,Bihar,"Purvi Champaran",NOTA,Unknown,46,Unknown,NOTA,NOTA,13261,0,13261,1439253,6421,NULL
2014,"Uttar Pradesh","Rae Bareli","Ajay Agrawal",M,49,GEN,BJP,Lotus,173716,5,173721,1594954,6422,NULL
2014,"Uttar Pradesh","Rae Bareli","Pravesh Singh",M,45,GEN,BSP,Elephant,63633,0,63633,1594954,6423,NULL
2014,"Uttar Pradesh","Rae Bareli","Sonia Gandhi",F,67,GEN,INC,Hand,526433,1,526434,1594954,6424,NULL
2014,"Uttar Pradesh","Rae Bareli","Archana Srivastava",F,47,GEN,AAAP,Broom,10383,0,10383,1594954,6425,NULL
2014,"Uttar Pradesh","Rae Bareli","Anju Singh",F,31,GEN,AITC,"Flowers and Grass",3507,0,3507,1594954,6426,NULL
2014,"Uttar Pradesh","Rae Bareli","Kiran Chaudhari",F,37,GEN,BMUP,Cot,5205,0,5205,1594954,6427,NULL
2014,"Uttar Pradesh","Rae Bareli","Kailash Kumar",M,33,GEN,HKRD,Pot,2645,0,2645,1594954,6428,NULL
2014,"Uttar Pradesh","Rae Bareli","Jawahar Lal",M,52,GEN,NJC,Almirah,1463,0,1463,1594954,6429,NULL
2014,"Uttar Pradesh","Rae Bareli","Mohammad Ashraf",M,41,GEN,VIP,"Gas Cylinder",1586,0,1586,1594954,6430,NULL
2014,"Uttar Pradesh","Rae Bareli",Ratiram,M,68,GEN,SARP,Scissors,1661,0,1661,1594954,6431,NULL
2014,"Uttar Pradesh","Rae Bareli","Shiv Sewak",M,62,GEN,RAHM,FLUTE,1493,0,1493,1594954,6432,NULL
2014,"Uttar Pradesh","Rae Bareli","Sahar Naqvi",F,28,GEN,LD,"Air Conditioner",2108,0,2108,1594954,6433,NULL
2014,"Uttar Pradesh","Rae Bareli","Suresh Chandra",M,61,GEN,MwSP,Whistle,3330,0,3330,1594954,6434,NULL
2014,"Uttar Pradesh","Rae Bareli","Pramod Kureel",M,47,GEN,IND,Kettle,6688,0,6688,1594954,6435,NULL
2014,"Uttar Pradesh","Rae Bareli","Mangal Sain",M,69,GEN,IND,"Auto- Rickshaw",4418,0,4418,1594954,6436,NULL
2014,"Uttar Pradesh","Rae Bareli","Shakil Ahamad",M,40,GEN,IND,Balloon,7914,0,7914,1594954,6437,NULL
2014,"Uttar Pradesh","Rae Bareli","Sahadat Ali Khan",M,43,GEN,IND,Kite,3538,0,3538,1594954,6438,NULL
2014,"Uttar Pradesh","Rae Bareli",NOTA,Unknown,46,Unknown,NOTA,NOTA,5409,0,5409,1594954,6439,NULL
2014,Karnataka,Raichur,D.B.Nayak,M,62,ST,JD(S),"A lady farmer carrying paddy on her head",21701,5,21706,1661606,6440,NULL
2014,Karnataka,Raichur,B.V.Nayak,M,48,ST,INC,Hand,443533,126,443659,1661606,6441,NULL
2014,Karnataka,Raichur,"Raja Thimappa Nayak",M,74,ST,BSP,Elephant,12252,2,12254,1661606,6442,NULL
2014,Karnataka,Raichur,"Arakera Shivanagouda Nayak",M,37,ST,BJP,Lotus,441926,234,442160,1661606,6443,NULL
2014,Karnataka,Raichur,"M Nagaraj",M,29,ST,CPIM,Saw,6938,0,6938,1661606,6444,NULL
2014,Karnataka,Raichur,Bhagavantappa,M,62,ST,LSP,Whistle,2881,0,2881,1661606,6445,NULL
2014,Karnataka,Raichur,"Bhimaraya Jaradabandi",M,62,ST,AAAP,Broom,4232,2,4234,1661606,6446,NULL
2014,Karnataka,Raichur,Maruti,M,38,ST,NDEP,Kite,3618,0,3618,1661606,6447,NULL
2014,Karnataka,Raichur,Ranganayak,M,33,ST,PPOI,Television,4934,1,4935,1661606,6448,NULL
2014,Karnataka,Raichur,"K Somashekar Yadgiri",M,48,ST,SUCI,"Glass Tumbler",6788,0,6788,1661606,6449,NULL
2014,Karnataka,Raichur,"Chinnayya Nayak",M,46,ST,IND,"Sewing Machine",6540,0,6540,1661606,6450,NULL
2014,Karnataka,Raichur,NOTA,Unknown,46,Unknown,NOTA,NOTA,13170,6,13176,1661606,6451,NULL
2014,Maharashtra,Raigad,"Anant Geete",M,63,GEN,SHS,"Bow & Arrow",395951,227,396178,1532781,6452,NULL
2014,Maharashtra,Raigad,"Tatkare Sunil Dattatrey",M,59,GEN,NCP,Clock,394007,61,394068,1532781,6453,NULL
2014,Maharashtra,Raigad,"Yashwant Jayram Gaikwad",M,64,GEN,BSP,Elephant,10507,3,10510,1532781,6454,NULL
2014,Maharashtra,Raigad,"Dr. Aparanti Sanjay Yashwant",M,55,GEN,AAAP,Broom,6749,10,6759,1532781,6455,NULL
2014,Maharashtra,Raigad,"Aziz Abdul Kadir Mukadam",M,50,GEN,SP,Bicycle,2763,0,2763,1532781,6456,NULL
2014,Maharashtra,Raigad,"Dr. Ghone Adesh Yashawant",M,46,GEN,BMUP,Cot,3308,0,3308,1532781,6457,NULL
2014,Maharashtra,Raigad,"Rameshbhai Kadam",M,64,GEN,PWPI,"Cup & Saucer",129709,21,129730,1532781,6458,NULL
2014,Maharashtra,Raigad,"Sandeep Pandurang Parte",M,45,GEN,HJP,Shuttle,4286,1,4287,1532781,6459,NULL
2014,Maharashtra,Raigad,"Muzzafar Jainuddin Chaudhari  Alias Modi",M,35,GEN,IND,Hat,9952,0,9952,1532781,6460,NULL
